hvac_power,indoor_temperature,outdoor_temperature,humidity,beam_solar_rad,setpoint_change,day_of_week_sin,day_of_week_cos,hour_of_day_sin,hour_of_day_cos,timestamp_lag_1,hvac_power_lag_1,indoor_temperature_lag_1,timestamp_lag_2,hvac_power_lag_2,indoor_temperature_lag_2,timestamp_lag_3,hvac_power_lag_3,indoor_temperature_lag_3,timestamp_lag_4,hvac_power_lag_4,indoor_temperature_lag_4
0.2975242538773835,21.99999999999997,-1.95,85.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.25881904510252074,0.9659258262890683,45.0,0.27798903184524615,21.99999999996774,30.0,0.24894231154970703,21.99999993545783,15.0,0.200728725428286,22.00000133675766,0.0,0.15283573796602667,22.034057694712534
0.3153186543421657,21.999999765838243,-1.9,85.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.25881904510252074,0.9659258262890683,45.0,0.2975242538773835,21.99999999999997,30.0,0.27798903184524615,21.99999999996774,15.0,0.24894231154970703,21.99999993545783,0.0,0.200728725428286,22.00000133675766
0.3322067979047372,21.999999999501917,-1.85,85.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.25881904510252074,0.9659258262890683,45.0,0.3153186543421657,21.999999765838243,30.0,0.2975242538773835,21.99999999999997,15.0,0.27798903184524615,21.99999999996774,0.0,0.24894231154970703,21.99999993545783
0.34832311245767555,21.99999974247742,-1.8,85.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.25881904510252074,0.9659258262890683,45.0,0.3322067979047372,21.999999999501917,30.0,0.3153186543421657,21.999999765838243,15.0,0.2975242538773835,21.99999999999997,0.0,0.27798903184524615,21.99999999996774
0.3702440256869151,21.999999117132866,-1.85,86.75,0.0,0.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,45.0,0.34832311245767555,21.99999974247742,30.0,0.3322067979047372,21.999999999501917,15.0,0.3153186543421657,21.999999765838243,0.0,0.2975242538773835,21.99999999999997
0.39171453916647897,21.9999999999332,-1.9,88.5,0.0,0.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,45.0,0.3702440256869151,21.999999117132866,30.0,0.34832311245767555,21.99999974247742,15.0,0.3322067979047372,21.999999999501917,0.0,0.3153186543421657,21.999999765838243
0.4132374284030834,21.99999999999943,-1.95,90.25,0.0,0.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,45.0,0.39171453916647897,21.9999999999332,30.0,0.3702440256869151,21.999999117132866,15.0,0.34832311245767555,21.99999974247742,0.0,0.3322067979047372,21.999999999501917
0.43500283598583717,21.99999999999999,-2.0,92.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,45.0,0.4132374284030834,21.99999999999943,30.0,0.39171453916647897,21.9999999999332,15.0,0.3702440256869151,21.999999117132866,0.0,0.34832311245767555,21.99999974247742
0.44697417918352694,22.0,-1.75,90.25,0.0,0.0,0.8660254037844386,0.5000000000000001,0.7071067811865475,0.7071067811865476,45.0,0.43500283598583717,21.99999999999999,30.0,0.4132374284030834,21.99999999999943,15.0,0.39171453916647897,21.9999999999332,0.0,0.3702440256869151,21.999999117132866
0.45831008816073826,22.0,-1.5,88.5,0.0,0.0,0.8660254037844386,0.5000000000000001,0.7071067811865475,0.7071067811865476,45.0,0.44697417918352694,22.0,30.0,0.43500283598583717,21.99999999999999,15.0,0.4132374284030834,21.99999999999943,0.0,0.39171453916647897,21.9999999999332
