-1.090782369837116628e+00,2.724633911308013134e-01,5.047772032830075695e-01,1.383010120922359976e+00,-5.373219238819445520e-01,3.710709016731963406e-01,8.660254037844385966e-01,5.000000000000001110e-01,2.588190451025207395e-01,9.659258262890683122e-01,4.500000000000000000e+01,-1.176132682884179825e+00,2.724633991487434570e-01,3.000000000000000000e+01,-1.232413538011220000e+00,2.724989694442307431e-01,1.500000000000000000e+01,-1.521344509890516505e+00,4.873007962925451908e-01,0.000000000000000000e+00,-1.521344509890516505e+00,7.071609190561567448e-01
-1.046343021129220840e+00,2.724620987467159527e-01,5.125033256274567073e-01,1.383010120922359976e+00,-5.373219238819445520e-01,3.710709016731963406e-01,8.660254037844385966e-01,5.000000000000001110e-01,2.588190451025207395e-01,9.659258262890683122e-01,4.500000000000000000e+01,-1.090782369837116628e+00,2.724633911308013134e-01,3.000000000000000000e+01,-1.176132682884179825e+00,2.724633991487434570e-01,1.500000000000000000e+01,-1.232413538011220000e+00,2.724989694442307431e-01,0.000000000000000000e+00,-1.521344509890516505e+00,4.873007962925451908e-01
-9.997794550091021470e-01,2.724633879974851514e-01,5.202294479719056230e-01,1.383010120922359976e+00,-5.373219238819445520e-01,3.710709016731963406e-01,8.660254037844385966e-01,5.000000000000001110e-01,2.588190451025207395e-01,9.659258262890683122e-01,4.500000000000000000e+01,-1.046343021129220840e+00,2.724620987467159527e-01,3.000000000000000000e+01,-1.090782369837116628e+00,2.724633911308013134e-01,1.500000000000000000e+01,-1.176132682884179825e+00,2.724633991487434570e-01,0.000000000000000000e+00,-1.232413538011220000e+00,2.724989694442307431e-01
-9.577846248053728528e-01,2.724612409856053130e-01,5.279555703163547609e-01,1.383010120922359976e+00,-5.373219238819445520e-01,3.710709016731963406e-01,8.660254037844385966e-01,5.000000000000001110e-01,2.588190451025207395e-01,9.659258262890683122e-01,4.500000000000000000e+01,-9.997794550091021470e-01,2.724633879974851514e-01,3.000000000000000000e+01,-1.046343021129220840e+00,2.724620987467159527e-01,1.500000000000000000e+01,-1.090782369837116628e+00,2.724633911308013134e-01,0.000000000000000000e+00,-1.176132682884179825e+00,2.724633991487434570e-01
-9.063718609193075482e-01,2.724585403319427224e-01,5.202294479719056230e-01,1.499306539391078275e+00,-5.373219238819445520e-01,3.710709016731963406e-01,8.660254037844385966e-01,5.000000000000001110e-01,4.999999999999999445e-01,8.660254037844387076e-01,4.500000000000000000e+01,-9.577846248053728528e-01,2.724612409856053130e-01,3.000000000000000000e+01,-9.997794550091021470e-01,2.724633879974851514e-01,1.500000000000000000e+01,-1.046343021129220840e+00,2.724620987467159527e-01,0.000000000000000000e+00,-1.090782369837116628e+00,2.724633911308013134e-01
-8.573718486786818804e-01,2.724633905849598303e-01,5.125033256274567073e-01,1.615602957859796573e+00,-5.373219238819445520e-01,3.710709016731963406e-01,8.660254037844385966e-01,5.000000000000001110e-01,4.999999999999999445e-01,8.660254037844387076e-01,4.500000000000000000e+01,-9.063718609193075482e-01,2.724585403319427224e-01,3.000000000000000000e+01,-9.577846248053728528e-01,2.724612409856053130e-01,1.500000000000000000e+01,-9.997794550091021470e-01,2.724633879974851514e-01,0.000000000000000000e+00,-1.046343021129220840e+00,2.724620987467159527e-01
-8.082699749069973683e-01,2.724633911175594614e-01,5.047772032830075695e-01,1.731899376328514872e+00,-5.373219238819445520e-01,3.710709016731963406e-01,8.660254037844385966e-01,5.000000000000001110e-01,4.999999999999999445e-01,8.660254037844387076e-01,4.500000000000000000e+01,-8.573718486786818804e-01,2.724633905849598303e-01,3.000000000000000000e+01,-9.063718609193075482e-01,2.724585403319427224e-01,1.500000000000000000e+01,-9.577846248053728528e-01,2.724612409856053130e-01,0.000000000000000000e+00,-9.997794550091021470e-01,2.724633879974851514e-01
-7.597514709470191141e-01,2.724633911231924555e-01,4.970510809385586537e-01,1.848195794797233171e+00,-5.373219238819445520e-01,3.710709016731963406e-01,8.660254037844385966e-01,5.000000000000001110e-01,4.999999999999999445e-01,8.660254037844387076e-01,4.500000000000000000e+01,-8.082699749069973683e-01,2.724633911175594614e-01,3.000000000000000000e+01,-8.573718486786818804e-01,2.724633905849598303e-01,1.500000000000000000e+01,-9.063718609193075482e-01,2.724585403319427224e-01,0.000000000000000000e+00,-9.577846248053728528e-01,2.724612409856053130e-01
-7.394005383369081086e-01,2.724633911232552386e-01,5.356816926608036766e-01,1.731899376328514872e+00,-5.373219238819445520e-01,3.710709016731963406e-01,8.660254037844385966e-01,5.000000000000001110e-01,7.071067811865474617e-01,7.071067811865475727e-01,4.500000000000000000e+01,-7.597514709470191141e-01,2.724633911231924555e-01,3.000000000000000000e+01,-8.082699749069973683e-01,2.724633911175594614e-01,1.500000000000000000e+01,-8.573718486786818804e-01,2.724633905849598303e-01,0.000000000000000000e+00,-9.063718609193075482e-01,2.724585403319427224e-01
-7.205760228061973693e-01,2.724633911232576255e-01,5.743123043830488106e-01,1.615602957859796573e+00,-5.373219238819445520e-01,3.710709016731963406e-01,8.660254037844385966e-01,5.000000000000001110e-01,7.071067811865474617e-01,7.071067811865475727e-01,4.500000000000000000e+01,-7.394005383369081086e-01,2.724633911232552386e-01,3.000000000000000000e+01,-7.597514709470191141e-01,2.724633911231924555e-01,1.500000000000000000e+01,-8.082699749069973683e-01,2.724633911175594614e-01,0.000000000000000000e+00,-8.573718486786818804e-01,2.724633905849598303e-01
-7.036051182622081734e-01,2.724633911232552386e-01,6.129429161052939445e-01,1.499306539391078275e+00,-5.373219238819445520e-01,3.710709016731963406e-01,8.660254037844385966e-01,5.000000000000001110e-01,7.071067811865474617e-01,7.071067811865475727e-01,4.500000000000000000e+01,-7.205760228061973693e-01,2.724633911232576255e-01,3.000000000000000000e+01,-7.394005383369081086e-01,2.724633911232552386e-01,1.500000000000000000e+01,-7.597514709470191141e-01,2.724633911231924555e-01,0.000000000000000000e+00,-8.082699749069973683e-01,2.724633911175594614e-01
